"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_control"	"Conc_treated"	"Fold"	"p.value"	"FDR"	"BL615"	"BL616"	"BL617"	"BL618"	"BL611"	"BL612"	"BL613"	"BL614"
"9945"	"8"	17696904	17697054	151	"*"	1.77785323345081	2.00627703944707	1.50633230220375	0.00209453155811083	0.55553518468519	0.999980205328981	5.83	2.98	4.54	2.72	6.63	4.74	0	0
"9946"	"X"	65733661	65733811	151	"*"	1.10683360586468	0.774403997621994	1.37682679210026	-0.0017837754423451	0.555598574433921	0.999980205328981	4.86	1.99	0	0	1.89	0.95	4.45	3.09
"9947"	"15"	110071845	110071995	151	"*"	1.69012020628613	1.48440485821067	1.87012973514212	-0.00212295457520645	0.55560573524421	0.999980205328981	1.94	1.99	4.54	2.72	6.63	3.79	1.11	3.09
"9948"	"LVXM01048141.1"	2276	2426	151	"*"	4.62815054831193	4.70578091355303	4.54610420328249	0.00386220458149457	0.555635460258989	0.999980205328981	33.02	27.81	18.18	25.39	22.72	28.41	14.48	27.83
"9949"	"3"	3565667	3565817	151	"*"	0.917135637940934	1.17099213730559	0.608865847995182	0.00176577404148796	0.55566917851266	0.999980205328981	1.94	2.98	2.27	1.81	0.95	0.95	1.11	3.09
"9950"	"15"	45259378	45259528	151	"*"	1.15254885958955	0.820302881965644	1.42242108531432	-0.00176449553783592	0.555682160585102	0.999980205328981	3.88	0	2.27	0.91	0	0.95	6.68	3.09
"9951"	"4"	22169689	22169839	151	"*"	0.914548556552366	1.17999639220489	0.588992730007022	0.00174300313060559	0.555701680146027	0.999980205328981	1.94	0.99	3.41	2.72	0	2.84	1.11	2.06
"9952"	"13"	87779140	87779290	151	"*"	1.14958946810697	0.84668001390774	1.39980404893567	-0.00182093399770059	0.555847539450938	0.999980205328981	1.94	2.98	2.27	0	0.95	0.95	5.57	3.09
"9953"	"LVXM01047624.1"	2231	2381	151	"*"	4.71864384573763	4.63765820560867	4.79532397871089	-0.00383367538399648	0.555897091217801	0.999980205328981	22.34	24.83	21.58	30.82	45.45	21.78	21.16	22.68
"9954"	"14"	112334077	112334227	151	"*"	4.91725958156902	4.98653855349777	4.84448524223932	0.00419349101367154	0.555968475345514	0.999980205328981	31.08	28.8	30.67	36.26	24.62	36.94	24.5	28.86
"9955"	"14"	99959316	99959466	151	"*"	0.932431701803227	1.18348281012484	0.628293966070834	0.00176687002245722	0.55601068177996	0.999980205328981	0.97	1.99	3.41	2.72	0.95	0.95	2.23	2.06
"9956"	"5"	37488573	37488723	151	"*"	2.89644294096466	3.04419235268295	2.73181746539424	0.00268764679642958	0.556122090722438	0.999980205328981	8.74	4.97	10.22	9.07	5.68	12.31	4.45	4.12
"9957"	"X"	171502962	171503112	151	"*"	1.08555213066987	0.756321102025747	1.35343470202718	-0.00178942800294042	0.556122094046572	0.999980205328981	0.97	3.97	0	1.81	3.79	0	3.34	3.09
"9958"	"10"	50765081	50765231	151	"*"	0.892353872869385	0.583267031039448	1.14676350136532	-0.00172965436216043	0.556126482465062	0.999980205328981	0.97	2.98	1.14	0.91	4.73	0.95	1.11	2.06
"9959"	"1"	3860628	3860778	151	"*"	3.18999309773489	3.30995456789185	3.05914461150363	0.00286377059018102	0.556126620483923	0.999980205328981	9.71	15.89	6.82	7.25	5.68	9.47	8.91	9.28
"9960"	"3"	98110212	98110362	151	"*"	2.08077669723248	1.86763487659283	2.26644468992828	-0.0023294665313793	0.55613589692092	0.999980205328981	2.91	3.97	2.27	5.44	3.79	4.74	5.57	5.15
"9961"	"X"	26559463	26559613	151	"*"	3.23286942232676	3.09297008985103	3.36039377695668	-0.0029095579066798	0.55621725142505	0.999980205328981	5.83	9.93	5.68	12.69	11.36	10.42	10.02	9.28
"9962"	"LVXM01049472.1"	3082	3232	151	"*"	3.91995830759269	4.01429786704141	3.81901545694694	0.00333775492427621	0.556284006153051	0.999980205328981	18.45	19.86	13.63	12.69	10.42	18	16.7	11.34
"9963"	"7"	56585170	56585320	151	"*"	0.918581317284302	0.5882374943986	1.18719905838506	-0.00169373759312113	0.556324075203766	0.999980205328981	3.88	0.99	1.14	0	0	3.79	2.23	3.09
"9964"	"7"	104951773	104951923	151	"*"	3.22714034574229	3.35030846583476	3.09246703797936	0.00287943562059785	0.556380443550372	0.999980205328981	4.86	8.94	12.5	14.51	7.57	10.42	8.91	7.22
"9965"	"7"	54003433	54003583	151	"*"	3.95142972410128	4.05043891640724	3.84512175990108	0.00331606138337416	0.556422106950419	0.999980205328981	12.62	24.83	17.04	11.79	17.04	9.47	14.48	16.49
"9966"	"3"	131647050	131647200	151	"*"	1.26802208386332	0.972470775965078	1.51320018229458	-0.00192597738640733	0.556447776269474	0.999980205328981	2.91	1.99	1.14	1.81	1.89	1.89	5.57	2.06
"9967"	"2"	57973491	57973641	151	"*"	1.70896280635956	1.91346712275699	1.47060488276266	0.00210344944731428	0.556480467117161	0.999980205328981	4.86	0	5.68	4.53	2.84	1.89	2.23	4.12
"9968"	"3"	66313030	66313180	151	"*"	2.02178444865654	1.80123582539081	2.21304512999833	-0.0022503634897184	0.556505932619899	0.999980205328981	5.83	1.99	3.41	2.72	4.73	2.84	8.91	2.06
"9969"	"5"	24763522	24763672	151	"*"	0.892776426028409	1.15707475244617	0.568950371650522	0.00174387867035142	0.556521684985026	0.999980205328981	1.94	1.99	2.27	2.72	0.95	1.89	0	3.09
"9970"	"13"	50839363	50839513	151	"*"	1.91037965744571	1.70664763621187	2.08886931494837	-0.00224135587765454	0.556531842517938	0.999980205328981	4.86	2.98	3.41	1.81	5.68	3.79	4.45	3.09
"9971"	"8"	98310504	98310654	151	"*"	1.7889046836906	1.98753646795877	1.55849114572936	0.00218839281038403	0.556543050460611	0.999980205328981	4.86	3.97	3.41	3.63	4.73	2.84	1.11	3.09
"9972"	"5"	80805524	80805674	151	"*"	3.16601038579199	3.02757772982185	3.2923150878881	-0.0028610740868557	0.556581815095945	0.999980205328981	11.65	8.94	5.68	6.35	12.31	6.63	8.91	11.34
"9973"	"13"	21048994	21049144	151	"*"	4.38240287040007	4.45762616868755	4.30304056763005	0.00370496351749808	0.556742408029335	0.999980205328981	26.22	25.82	15.9	19.95	16.1	18.94	22.27	21.65
"9974"	"8"	2975773	2975923	151	"*"	0.856968560846459	0.493981468352389	1.14674048727429	-0.00165382130212562	0.556778461855511	0.999980205328981	2.91	0	0	2.72	1.89	4.74	2.23	0
"9975"	"14"	35791986	35792136	151	"*"	1.872471368884	1.64670658568142	2.06764055503654	-0.00219325834599951	0.556818729527692	0.999980205328981	2.91	0.99	2.27	6.35	3.79	6.63	2.23	4.12
"9976"	"1"	12002600	12002750	151	"*"	0.915039988317916	1.16747536638988	0.608865847995182	0.00176007054302006	0.556841211094247	0.999980205328981	2.91	1.99	2.27	1.81	0.95	0.95	1.11	3.09
"9977"	"6"	9516095	9516245	151	"*"	1.6894529091128	1.87953730018249	1.47046768216746	0.00213973553878897	0.556979266090202	0.999980205328981	3.88	1.99	3.41	5.44	2.84	2.84	3.34	2.06
"9978"	"LVXM01047371.1"	2453	2603	151	"*"	4.55671585504319	4.47946910673055	4.63003591049775	-0.00382273117958055	0.557024813968764	0.999980205328981	23.31	19.86	21.58	24.48	26.51	31.26	14.48	26.8
"9979"	"15"	43947887	43948037	151	"*"	1.8104177698325	2.00244645738045	1.5888467929099	0.00219859379105814	0.557064623761639	0.999980205328981	3.88	3.97	4.54	3.63	3.79	1.89	2.23	4.12
"9980"	"2"	1822030	1822180	151	"*"	1.54902782227367	1.76598773827488	1.29356472049025	0.00200414356040152	0.557093933024099	0.999980205328981	2.91	2.98	2.27	5.44	0	6.63	1.11	2.06
"9981"	"4"	62905801	62905951	151	"*"	3.74167842251005	3.8356403280337	3.64116784471426	0.0031743783612466	0.557111801118566	0.999980205328981	9.71	20.85	10.22	16.32	11.36	10.42	17.82	10.31
"9982"	"15"	45512897	45513047	151	"*"	0.411948604785363	0.723712257559253	0.0136943036468079	0.0014220029696143	0.55714222963439	0.999980205328981	0	2.98	0	3.63	1.89	0	1.11	1.03
"9983"	"X"	65939613	65939889	277	"*"	0.965656404365626	1.22603248345512	0.647706637852958	0.00173081767107414	0.557149663128562	0.999980205328981	2.91	0.99	4.54	0.91	0.95	0	2.23	3.09
"9984"	"10"	8050702	8050852	151	"*"	0.0896406592042568	0.460539633030435	0	0.00120636018448565	0.557289658102087	0.999980205328981	0.97	0	0	4.53	0.95	0	0	2.06
"9985"	"15"	6327147	6327297	151	"*"	5.08246293802142	5.15137053266217	5.01009829314557	0.00422368720333334	0.557419007436061	0.999980205328981	45.64	21.85	42.03	32.64	32.19	28.41	31.18	37.11
"9986"	"8"	46040790	46040940	151	"*"	1.06521121837529	0.75899452538149	1.31767548713312	-0.0018199165824349	0.557481607386204	0.999980205328981	2.91	0	1.14	2.72	3.79	1.89	2.23	2.06
"9987"	"17"	68776168	68776318	151	"*"	1.05975576439495	0.745173570334171	1.31787204048907	-0.0018044070068723	0.557575402300571	0.999980205328981	1.94	0	1.14	3.63	2.84	1.89	1.11	4.12
"9988"	"1"	11605273	11605423	151	"*"	1.12307379005353	0.832027342724534	1.3651469638566	-0.00182804551403049	0.557579674765917	0.999980205328981	0	0.99	3.41	2.72	1.89	1.89	4.45	2.06
"9989"	"10"	125253983	125254133	151	"*"	5.2426251820435	5.18230072025343	5.30052816546671	-0.00453247425400232	0.557612163933942	0.999980205328981	33.02	35.75	37.49	38.98	44.5	40.73	31.18	41.24
"9990"	"LVXM01046916.1"	2212	2362	151	"*"	3.89446304942257	3.79008953027237	3.99179230160808	-0.00321389629989918	0.557696059019599	0.999980205328981	12.62	10.92	22.72	9.07	12.31	11.37	24.5	15.46
"9991"	"LVXM01049701.1"	1973	2123	151	"*"	0.884987375180464	1.14435231620269	0.568546036872833	0.00174294346882628	0.557708985928261	0.999980205328981	2.91	2.98	1.14	1.81	2.84	0.95	1.11	1.03
"9992"	"7"	46910291	46910441	151	"*"	1.274201848932	0.972470775965078	1.52361276074343	-0.00190070990233545	0.557732688809071	0.999980205328981	2.91	1.99	1.14	1.81	1.89	1.89	6.68	1.03
"9993"	"4"	76318915	76319065	151	"*"	3.6516133309272	3.5514328567604	3.74528669954992	-0.00308792518932608	0.557742815920818	0.999980205328981	7.77	8.94	19.31	10.88	14.2	18.94	12.25	8.25
"9994"	"7"	34339879	34340029	151	"*"	2.19037825080896	1.9685492494767	2.38260061930382	-0.00232323612891216	0.557746602722794	0.999980205328981	3.88	4.97	2.27	4.53	1.89	3.79	10.02	5.15
"9995"	"12"	121712479	121712629	151	"*"	0.712131474476008	0.976495812022231	0.388206180474257	0.0016113349227838	0.557832779778664	0.999980205328981	1.94	2.98	1.14	1.81	0	1.89	3.34	0
"9996"	"2"	91763876	91764026	151	"*"	0.894904642355566	1.16061693670856	0.568950371650522	0.00172974994140546	0.557850419717958	0.999980205328981	0.97	2.98	2.27	2.72	0.95	1.89	0	3.09
"9997"	"12"	122142129	122142279	151	"*"	1.56107902321456	1.78696391337069	1.29314091368741	0.0019690761451426	0.557959001908857	0.999980205328981	2.91	0	4.54	6.35	5.68	1.89	2.23	0
"9998"	"10"	110958047	110958197	151	"*"	1.55396456366113	1.76585566638444	1.30550475905419	0.00200791327148542	0.558005089769668	0.999980205328981	6.8	0	2.27	4.53	3.79	2.84	2.23	1.03
"9999"	"11"	47621774	47621924	151	"*"	0.891335160395872	1.15484471958665	0.568694041920987	0.00172862651509988	0.558132596603342	0.999980205328981	3.88	2.98	1.14	0.91	0.95	2.84	1.11	1.03
"10000"	"14"	47484078	47484228	151	"*"	1.833270313594	1.63649742279019	2.00639769076937	-0.00217551716065318	0.558162980635615	0.999980205328981	0.97	3.97	5.68	1.81	3.79	3.79	3.34	5.15
"10001"	"5"	98400006	98400156	151	"*"	3.39072531456282	3.51041750607904	3.26019717077171	0.00298150084823269	0.558181238704747	0.999980205328981	10.68	9.93	15.9	9.07	10.42	6.63	8.91	12.37
"10002"	"X"	88685243	88685393	151	"*"	1.12538844072103	0.820557231964348	1.37691131401592	-0.00180173663290366	0.558192255428678	0.999980205328981	0	2.98	2.27	1.81	0	2.84	4.45	3.09
"10003"	"14"	20667860	20668010	151	"*"	2.27018124535649	2.44219885416853	2.07484120448254	0.0023506110770686	0.558238245931642	0.999980205328981	5.83	2.98	5.68	7.25	6.63	1.89	1.11	7.22
"10004"	"3"	136016282	136016432	151	"*"	0.680087342509492	0.953925893032589	0.341799791242315	0.00159616347415805	0.558261220713924	0.999980205328981	4.86	1.99	0	0.91	0.95	0.95	1.11	2.06
"10005"	"18"	3660477	3660627	151	"*"	1.58018794343788	1.36849819027829	1.76475359105385	-0.00202533993740406	0.55827762677619	0.999980205328981	3.88	0.99	4.54	0.91	3.79	6.63	1.11	2.06
"10006"	"LVXM01047355.1"	1181	1331	151	"*"	4.56592364003874	4.65100513955924	4.47550834636291	0.00377844674280317	0.558314882112309	0.999980205328981	23.31	26.81	24.99	25.39	25.56	32.2	17.82	13.4
"10007"	"15"	77825850	77826000	151	"*"	2.7184883535011	2.55085313932546	2.86865699686256	-0.00261907825271355	0.558341680598396	0.999980205328981	5.83	6.95	3.41	7.25	9.47	4.74	7.8	7.22
"10008"	"19"	7362575	7362725	151	"*"	1.26356714197789	0.945970264607269	1.52370682863717	-0.00186509670156915	0.558395109689651	0.999980205328981	2.91	2.98	0	1.81	2.84	0	5.57	3.09
"10009"	"7"	50788412	50788562	151	"*"	1.08287682748466	0.784800587590623	1.32978806350227	-0.0018182028042964	0.558415357938342	0.999980205328981	0	0.99	2.27	3.63	2.84	1.89	2.23	3.09
"10010"	"5"	41947643	41947793	151	"*"	0.895592703139347	1.16193133124924	0.568694041920987	0.00171861781319035	0.558460749272506	0.999980205328981	1.94	4.97	1.14	0.91	0.95	2.84	1.11	1.03
"10011"	"X"	169438388	169438538	151	"*"	2.56013384707226	2.6981395808479	2.40751670386598	0.0024962853151995	0.558477927033719	0.999980205328981	9.71	6.95	1.14	8.16	3.79	6.63	6.68	4.12
"10012"	"1"	4657502	4657652	151	"*"	0.502334331325601	0.781913394459073	0.155227969774347	0.0014539482338602	0.558581770777872	0.999980205328981	1.94	1.99	1.14	1.81	0	0	4.45	0
"10013"	"5"	41226866	41227016	151	"*"	1.11306140049393	0.807059601171198	1.36537975483456	-0.00179792916973707	0.558640944791426	0.999980205328981	2.91	0	2.27	1.81	0	2.84	3.34	4.12
"10014"	"11"	80233945	80234095	151	"*"	0.925211779497811	1.18477654576618	0.608472548235542	0.00172559993463032	0.558733945199463	0.999980205328981	1.94	3.97	2.27	0.91	2.84	0	2.23	1.03
"10015"	"LVXM01048196.1"	5641	5791	151	"*"	3.20084266934557	3.06286393593393	3.32676943994476	-0.0028642390893223	0.558814820305942	0.999980205328981	9.71	11.92	4.54	7.25	12.31	7.58	8.91	11.34
"10016"	"13"	41897170	41897320	151	"*"	1.98727507040746	1.78191339445907	2.16701384203319	-0.00227460322340237	0.55881568935902	0.999980205328981	3.88	3.97	2.27	3.63	5.68	4.74	4.45	3.09
"10017"	"LVXM01049535.1"	429	579	151	"*"	5.22598752312706	5.16655050153133	5.28307240767046	-0.00450348796365605	0.558853495257855	0.999980205328981	37.87	34.76	37.49	33.54	39.77	46.41	34.52	35.05
"10018"	"X"	117122978	117123128	151	"*"	0.892056647876985	1.16968597564103	0.54795553860623	0.00169498137380124	0.558853721365541	0.999980205328981	0.97	0.99	3.41	3.63	3.79	0.95	1.11	0
"10019"	"14"	45715449	45715599	151	"*"	1.69503579587859	1.89717914933609	1.45988094262939	0.00208748436799522	0.558854245613214	0.999980205328981	4.86	5.96	2.27	1.81	0.95	3.79	1.11	5.15
"10020"	"14"	12116209	12116359	151	"*"	4.31820222753058	4.39326885876954	4.23901429113562	0.0036227022041608	0.55889288125987	0.999980205328981	23.31	17.88	14.77	28.11	18.94	18.94	21.16	16.49
"10021"	"8"	5380405	5380555	151	"*"	0.924566615587451	1.18348281012484	0.608793879541787	0.00173022172345213	0.558940844492411	0.999980205328981	0.97	1.99	3.41	2.72	1.89	0	1.11	3.09
"10022"	"4"	73665344	73665494	151	"*"	0.904765864706493	1.16395000190096	0.588593974304575	0.00172945121471411	0.558994920605625	0.999980205328981	3.88	0.99	2.27	1.81	1.89	1.89	2.23	0
"10023"	"15"	11293783	11293933	151	"*"	2.4955254620458	2.33520817648407	2.63979604736435	-0.00248950399890071	0.559008533949918	0.999980205328981	5.83	5.96	5.68	2.72	5.68	6.63	3.34	9.28
"10024"	"1"	93104786	93104936	151	"*"	1.89406528442693	1.68755004041411	2.07468674960703	-0.00221287354065899	0.55904023458872	0.999980205328981	0.97	3.97	3.41	4.53	5.68	4.74	3.34	3.09
"10025"	"LVXM01048366.1"	3689	3839	151	"*"	2.40158319700196	2.57141606884383	2.20905656275874	0.00243025171608009	0.559346792822691	0.999980205328981	8.74	5.96	4.54	4.53	6.63	6.63	1.11	4.12
"10026"	"2"	3223988	3224138	151	"*"	1.6902189623173	2.00131791224819	1.29305133854745	0.00148928119453358	0.559347004337372	0.999980205328981	1.94	7.94	3.41	2.72	7.57	0	2.23	0
"10027"	"5"	129164747	129164897	151	"*"	1.109880874268	0.833677747560025	1.34160647114458	-0.00184283387916635	0.559375539635569	0.999980205328981	0.97	2.98	2.27	0.91	2.84	1.89	3.34	2.06
"10028"	"LVXM01047236.1"	2214	2364	151	"*"	1.10818658044663	0.829233222030777	1.34184309142398	-0.00183714998811144	0.559462051327656	0.999980205328981	1.94	1.99	2.27	0.91	0.95	2.84	2.23	4.12
"10029"	"3"	32348834	32348984	151	"*"	4.55931829723229	4.47523893551474	4.63876624399416	-0.00382065079616078	0.559498168456463	0.999980205328981	21.37	20.85	24.99	21.76	24.62	18.94	33.41	22.68
"10030"	"18"	16420835	16420985	151	"*"	1.2617928491276	0.972470775965078	1.50267317354828	-0.00191160057453164	0.559511038954769	0.999980205328981	2.91	1.99	1.14	1.81	2.84	0.95	4.45	3.09
"10031"	"LVXM01047574.1"	3900	4050	151	"*"	4.02512525274368	4.11734258846694	3.92660841127412	0.00339741661324667	0.559557144251876	0.999980205328981	20.39	15.89	20.45	12.69	15.15	12.31	18.93	14.43
"10032"	"13"	89483821	89483971	151	"*"	0.648489893138058	0.91741824276086	0.317675487133115	0.00160231221432059	0.559569755879227	0.999980205328981	1.94	1.99	0	3.63	1.89	0.95	1.11	1.03
"10033"	"16"	45642487	45642637	151	"*"	0.870059892720788	1.14659861405463	0.52763531239269	0.00169624357015204	0.559738761318191	0.999980205328981	0.97	1.99	2.27	3.63	0.95	3.79	0	1.03
"10034"	"6"	10464499	10464649	151	"*"	1.31086462341375	1.00244645738045	1.56482160970958	-0.00185391676276311	0.559744954819351	0.999980205328981	1.94	1.99	2.27	1.81	0.95	0.95	8.91	1.03
"10035"	"4"	155792427	155792577	151	"*"	2.85302887674072	2.70481132705023	2.98742773213172	-0.00259807404156126	0.559767639755749	0.999980205328981	4.86	11.92	5.68	3.63	14.2	4.74	5.57	7.22
"10036"	"7"	147671608	147671758	151	"*"	3.65179011821361	3.54826767369809	3.74837893254978	-0.00307208546943701	0.559782256805695	0.999980205328981	10.68	10.92	12.5	12.69	19.88	17.05	4.45	12.37
"10037"	"2"	46877784	46877934	151	"*"	3.99746930342923	3.90379177812035	4.0854332421202	-0.00338534087897139	0.559798497231223	0.999980205328981	18.45	11.92	15.9	13.6	15.15	21.78	14.48	16.49
"10038"	"LVXM01046613.1"	2788	2938	151	"*"	5.40356662301432	5.46235451399867	5.3422810674523	0.00458956456390457	0.559799941924855	0.999980205328981	49.53	44.69	38.62	43.52	32.19	48.3	32.29	49.48
"10039"	"12"	120104924	120105074	151	"*"	0.889692309068931	0.596778153603477	1.13305476764829	-0.00172082287032435	0.559890107892761	0.999980205328981	0.97	0.99	2.27	1.81	4.73	1.89	1.11	1.03
"10040"	"13"	69474703	69474853	151	"*"	0.903146093983401	1.17430134597785	0.568950371650522	0.00169778907310012	0.559892857300408	0.999980205328981	4.86	0.99	2.27	0.91	0.95	1.89	0	3.09
"10041"	"3"	28282442	28282592	151	"*"	0.898972396982729	1.16747536638988	0.568802392898064	0.00170512973480584	0.559968791765912	0.999980205328981	2.91	1.99	2.27	1.81	2.84	0	0	3.09
"10042"	"LVXM01048346.1"	376	526	151	"*"	0.653418694990202	0.925532441050897	0.317763546410285	0.00159247179694986	0.559982437225729	0.999980205328981	3.88	0.99	0	2.72	0.95	1.89	1.11	1.03
"10043"	"7"	7731697	7731847	151	"*"	3.13984756904825	3.01236681402119	3.25697262307315	-0.00283408656377802	0.559995150346499	0.999980205328981	6.8	5.96	11.36	8.16	9.47	10.42	11.14	7.22
"10044"	"X"	129645252	129645402	151	"*"	1.1150008672763	0.829233222030777	1.35341475954862	-0.00182276509860179	0.560012531056513	0.999980205328981	1.94	1.99	2.27	0.91	0.95	3.79	4.45	1.03
"10045"	"10"	82524851	82525001	151	"*"	0.880464971070768	0.553552022893178	1.14681306926858	-0.00168038248404438	0.560028176167706	0.999980205328981	3.88	1.99	0	0	3.79	1.89	1.11	2.06
"10046"	"13"	17760729	17760879	151	"*"	0.880094731913997	0.572670549279657	1.13337821708174	-0.00170385756363658	0.560028669499808	0.999980205328981	2.91	0.99	1.14	0.91	1.89	3.79	0	3.09
"10047"	"13"	19107605	19107755	151	"*"	0.899426084664505	1.15484471958665	0.588846792909902	0.00172975882285386	0.560039182879635	0.999980205328981	3.88	2.98	1.14	0.91	1.89	0.95	1.11	2.06
"10048"	"12"	32804781	32804931	151	"*"	1.83094942832707	1.63140082113919	2.00622109542772	-0.00215467896598195	0.56005124464093	0.999980205328981	2.91	1.99	5.68	1.81	6.63	1.89	4.45	3.09
"10049"	"LVXM01047624.1"	87	237	151	"*"	4.89108971054862	4.82020543763723	4.95865370912512	-0.00406628899597914	0.560168111237058	0.999980205328981	31.08	31.78	23.85	26.29	35.03	39.78	28.95	20.62
"10050"	"LVXM01047284.1"	102	252	151	"*"	5.11213566461266	5.04410316694551	5.17710394133111	-0.00433139964450821	0.560208440907559	0.999980205328981	38.85	24.83	32.94	35.36	31.25	41.67	36.75	35.05
"10051"	"2"	65419621	65419771	151	"*"	2.4639481788604	2.28234706013164	2.62522460129671	-0.00241595156418413	0.560208930912619	0.999980205328981	4.86	0.99	4.54	9.07	6.63	7.58	2.23	8.25
"10052"	"3"	83149076	83149226	151	"*"	0.899870995412178	0.581303586078417	1.16066058712195	-0.00167881615201176	0.560259369248261	0.999980205328981	0	0.99	2.27	2.72	1.89	1.89	0	5.15
"10053"	"LVXM01049098.1"	2284	2434	151	"*"	2.44230629401676	2.58906113238128	2.27891487647962	0.00237105911469906	0.560307284702182	0.999980205328981	6.8	10.92	0	6.35	1.89	5.68	6.68	5.15
"10054"	"LVXM01048215.1"	2501	2651	151	"*"	3.33009876904012	3.1941890619473	3.45430012422293	-0.0027996273134285	0.560309040534529	0.999980205328981	14.57	10.92	5.68	5.44	4.73	18	6.68	14.43
"10055"	"4"	55895607	55895757	151	"*"	1.89769290959232	2.10123771606586	1.66063822390566	0.00219507394160131	0.560318117150443	0.999980205328981	3.88	3.97	5.68	3.63	4.73	3.79	0	4.12
"10056"	"14"	30959035	30959185	151	"*"	0.89598998252347	0.612088498471518	1.13310480879087	-0.00172896572508695	0.560341560370138	0.999980205328981	1.94	0.99	2.27	0.91	3.79	2.84	1.11	1.03
"10057"	"10"	33703514	33703664	151	"*"	0.549520176476429	0	0.999254206013953	-0.00102550782910918	0.560375689433597	0.999980205328981	0	0.99	0	2.72	0	2.84	0	5.15
"10058"	"8"	67990169	67990319	151	"*"	0.884077344901533	0.562299877231296	1.14701132385292	-0.00168024023823829	0.560419366924449	0.999980205328981	0.97	1.99	1.14	1.81	0	5.68	1.11	2.06
"10059"	"X"	159550006	159550156	151	"*"	1.07461330618346	0.781913394459073	1.31782801483337	-0.001814622367208	0.560508437263204	0.999980205328981	1.94	1.99	1.14	1.81	3.79	0.95	1.11	4.12
"10060"	"5"	56984351	56984501	151	"*"	1.05513081870972	0.751631359876039	1.30574737467453	-0.001803729325934	0.560563961525149	0.999980205328981	1.94	2.98	0	1.81	1.89	3.79	1.11	3.09
"10061"	"13"	7496649	7496799	151	"*"	1.08894356783141	1.3534524802503	0.764800883548288	0.00180749935876051	0.560575610467963	0.999980205328981	0.97	1.99	4.54	2.72	2.84	1.89	0	2.06
"10062"	"4"	119197977	119198127	151	"*"	1.24409906901603	0.913224717690464	1.51306697348975	-0.00182097412220831	0.560666107791915	0.999980205328981	2.91	0.99	0	3.63	1.89	2.84	6.68	0
"10063"	"LVXM01049793.1"	477	627	151	"*"	1.82662557956401	2.03059624536758	1.58899273000702	0.00212080868328251	0.560721225276113	0.999980205328981	3.88	4.97	5.68	1.81	0	5.68	2.23	4.12
"10064"	"16"	58953602	58953752	151	"*"	1.10630004736436	0.824774961882498	1.34175648976103	-0.00182333667055031	0.560733053983334	0.999980205328981	2.91	0.99	2.27	0.91	2.84	0.95	2.23	4.12
"10065"	"3"	141647580	141647730	151	"*"	0.743539483539867	0.998493273254735	0.43364807894876	0.00160593204643013	0.560772004025376	0.999980205328981	2.91	0.99	2.27	1.81	0	0	3.34	2.06
"10066"	"9"	15664835	15664985	151	"*"	2.61354259147642	2.75260353656887	2.45963369701598	0.00251095638626116	0.560844686846287	0.999980205328981	6.8	4.97	3.41	11.79	3.79	8.52	5.57	4.12
"10067"	"10"	127354695	127354845	151	"*"	2.10606904629426	2.2780676532295	1.91075351724378	0.00223422626097731	0.560861533521275	0.999980205328981	8.74	0	3.41	7.25	3.79	3.79	3.34	4.12
"10068"	"14"	88885112	88885262	151	"*"	1.94927242466524	1.72337419619863	2.14454127849279	-0.00213990405436801	0.560866807152139	0.999980205328981	1.94	6.95	3.41	0.91	0.95	2.84	6.68	7.22
"10069"	"5"	12438723	12438873	151	"*"	1.08675580421502	0.811572857291649	1.31776354641029	-0.00183413928190922	0.560970135363433	0.999980205328981	1.94	0.99	2.27	1.81	1.89	3.79	2.23	2.06
"10070"	"17"	20466960	20467110	151	"*"	3.65893229846084	3.54919471972401	3.76090957187793	-0.0031383016194652	0.560985409873972	0.999980205328981	10.68	13.9	11.36	10.88	17.99	9.47	13.36	13.4
"10071"	"18"	16413756	16413906	151	"*"	0.969353933033998	1.21944747830447	0.666622051027801	0.00172309367628447	0.560999941358767	0.999980205328981	0.97	1.99	4.54	1.81	0.95	0	3.34	2.06
"10072"	"LVXM01048408.1"	1833	1983	151	"*"	4.30821055218149	4.39862590223109	4.2117476502703	0.00355719970909024	0.561019323891426	0.999980205328981	25.25	19.86	19.31	19.95	24.62	18.94	8.91	21.65
"10073"	"11"	49281055	49281205	151	"*"	3.25582921081917	3.37578555243586	3.12498682688573	0.00286950061136027	0.561028575990271	0.999980205328981	11.65	6.95	10.22	12.69	13.26	7.58	8.91	5.15
"10074"	"LVXM01049683.1"	2867	3017	151	"*"	5.64044947443578	5.5546389356026	5.72144133103069	-0.00355496602010907	0.561034957858965	0.999980205328981	53.41	44.69	63.61	26.29	65.33	45.46	59.02	41.24
"10075"	"12"	17955386	17955536	151	"*"	2.35812792144233	2.51619584166656	2.18058585679568	0.00241155272538593	0.561047322886097	0.999980205328981	6.8	4.97	5.68	5.44	1.89	5.68	3.34	7.22
"10076"	"5"	4573303	4573453	151	"*"	1.0959637498807	1.3534524802503	0.782314401761774	0.00181907845513288	0.561066660611775	0.999980205328981	0.97	1.99	4.54	2.72	1.89	2.84	1.11	1.03
"10077"	"14"	32532001	32532151	151	"*"	1.43948950101208	1.63511308940853	1.21311614266497	0.00194718339995624	0.561068872461679	0.999980205328981	4.86	0.99	1.14	5.44	0.95	2.84	4.45	1.03
