^#chr	start	end	Ensembl ID	Gene Name	PeakID	signalValue	Contact	adaptedActivity	scaledContact	intergenicScore	TSS-dist	ABC-Score
7	151176244	151176894	MGP_C57BL6NJ_G0016093	B230206H07Rik	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	726357	0.026259903
7	151204971	151205385	MGP_C57BL6NJ_G0016093	B230206H07Rik	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	697866	0.022685142
7	109207037	109208093	MGP_C57BL6NJ_G0033088	Nup98	7:109207037-109208093	11.7039	51.867045	0.61230978	100	0.61230978	0	0.81405584
7	109221339	109222307	MGP_C57BL6NJ_G0033088	Nup98	7:109221339-109222307	5.605	19.19723	0.072176018	37.012384	0.072176018	13931.5	0.035515913
7	150725556	150726549	MGP_C57BL6NJ_G0033713	Irf7	7:150725556-150726549	28.31893	0.31808899	0.061573963	93.504461	0.061573963	1071119.7	0.030677845
7	151176244	151176894	MGP_C57BL6NJ_G0033713	Irf7	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	620774.73	0.026713215
7	151204971	151205385	MGP_C57BL6NJ_G0033713	Irf7	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	592283.73	0.023076745
7	86668084	86669003	MGP_C57BL6NJ_G0032911	Cpeb1	7:86668084-86669003	8.8926001	12.434673	0.18497086	49.569904	0.18497086	66781.222	0.13820674
7	86695232	86695440	MGP_C57BL6NJ_G0032911	Cpeb1	7:86695232-86695440	5.3348899	18.587265	0.22436963	74.096756	0.22436963	48747	0.2533501
7	86777559	86779362	MGP_C57BL6NJ_G0032911	Cpeb1	7:86777559-86779362	4.8166399	25.085126	0.21003166	100	0.21003166	42787.333	0.21293402
7	86779724	86780082	MGP_C57BL6NJ_G0032911	Cpeb1	7:86779724-86780082	6.5640802	25.085126	0.28622955	100	0.28622955	43980	0.29018487
7	68336985	68337687	MGP_C57BL6NJ_G0032822	Mcee	7:68336985-68337687	10.92935	10.901876	0.24359854	17.999105	0.24359854	18593.75	0.026901648
7	68355590	68356601	MGP_C57BL6NJ_G0032822	Mcee	7:68355590-68356601	15.29218	60.568991	1.4183543	100	1.4183543	0	0.87023795
7	149533004	149533803	MGP_C57BL6NJ_G0033658	Echs1	7:149533004-149533803	12.1463	0.33878586	0.0461189	99.588448	0.0461189	1001944.2	0.021986232
7	150725556	150726549	MGP_C57BL6NJ_G0033658	Echs1	7:150725556-150726549	28.31893	0.3401859	0.065851365	100	0.065851365	189809.83	0.031522902
7	151176244	151176894	MGP_C57BL6NJ_G0033658	Echs1	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	640497.83	0.023998945
7	151204971	151205385	MGP_C57BL6NJ_G0033658	Echs1	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	669224.83	0.020731969
7	87156753	87157584	MGP_C57BL6NJ_G0032918	Btbd1	7:87156753-87157584	10.20266	9.1442402	0.20138811	22.410523	0.20138811	38593	0.032077028
7	87195447	87196711	MGP_C57BL6NJ_G0032918	Btbd1	7:87195447-87196711	9.2250605	40.803332	1.0581743	100	1.0581743	0	0.75208258
7	87207137	87207420	MGP_C57BL6NJ_G0032918	Btbd1	7:87207137-87207420	2.8243501	25.497409	0.22113019	62.488545	0.22113019	10961	0.09821024
7	27142130	27142382	MGP_C57BL6NJ_G0032367	Akt2	7:27142130-27142382	6.1137099	27.941987	0.19768159	87.972642	0.19768159	15805.857	0.17208529
7	27144170	27144788	MGP_C57BL6NJ_G0032367	Akt2	7:27144170-27144788	4.7002802	27.941987	0.15197955	87.972642	0.15197955	13763.286	0.13230086
7	27145481	27145650	MGP_C57BL6NJ_G0032367	Akt2	7:27145481-27145650	2.53001	31.120752	0.087445598	97.980675	0.087445598	13434.857	0.074496044
7	27149247	27149594	MGP_C57BL6NJ_G0032367	Akt2	7:27149247-27149594	2.94891	31.120752	0.10192418	97.980675	0.10192418	12229.857	0.086830538
7	27157900	27158616	MGP_C57BL6NJ_G0032367	Akt2	7:27157900-27158616	4.64713	31.762133	0.17774913	100	0.17774913	10876.071	0.1520757
7	27159943	27160459	MGP_C57BL6NJ_G0032367	Akt2	7:27159943-27160459	3.77542	23.84668	0.12591905	75.078964	0.12591905	11503.5	0.091396636
7	27185876	27186125	MGP_C57BL6NJ_G0032367	Akt2	7:27185876-27186125	3.4519899	14.850639	0.088335958	46.755799	0.088335958	29911.571	0.055349877
7	27203884	27204264	MGP_C57BL6NJ_G0032367	Akt2	7:27203884-27204264	3.2950799	14.958657	0.080388125	47.095885	0.080388125	45702.429	0.064465285
7	27243347	27244111	MGP_C57BL6NJ_G0032367	Akt2	7:27243347-27244111	13.36372	7.0128934	0.1197724	22.079416	0.1197724	85165.429	0.021336603
7	27259187	27259938	MGP_C57BL6NJ_G0032367	Akt2	7:27259187-27259938	12.24848	7.4274941	0.15014359	23.384746	0.15014359	101005.43	0.029191887
7	27310475	27311232	MGP_C57BL6NJ_G0032367	Akt2	7:27310475-27311232	13.04916	6.6425047	0.13803425	20.913283	0.13803425	152293.43	0.024603389
7	46818826	46819437	MGP_C57BL6NJ_G0032646	Josd2	7:46818826-46819437	9.3643503	8.648847	0.078099608	17.262392	0.078099608	75354	0.029752461
7	46867799	46868185	MGP_C57BL6NJ_G0032646	Josd2	7:46867799-46868185	3.2508099	14.517392	0.043943357	28.975529	0.043943357	26606	0.028107091
7	46894359	46894974	MGP_C57BL6NJ_G0032646	Josd2	7:46894359-46894974	8.4005003	49.756533	0.21930824	99.309974	0.21930824	29.833333	0.47672021
7	46898725	46900226	MGP_C57BL6NJ_G0032646	Josd2	7:46898725-46900226	5.3301601	50.102252	0.14282811	100	0.14282811	3935	0.31288216
7	46901127	46901484	MGP_C57BL6NJ_G0032646	Josd2	7:46901127-46901484	2.83306	29.335075	0.054887607	58.550413	0.054887607	6337	0.073756421
7	46912692	46913145	MGP_C57BL6NJ_G0032646	Josd2	7:46912692-46913145	3.5069001	11.885358	0.036964427	23.722203	0.036964427	17902	0.020216249
7	31099560	31100239	MGP_C57BL6NJ_G0032510	Fxyd3	7:31099560-31100239	4.7072501	9.5285621	0.035496019	26.075726	0.035496019	42557.636	0.022498411
7	31109692	31110383	MGP_C57BL6NJ_G0032510	Fxyd3	7:31109692-31110383	6.9050999	13.513654	0.039174559	36.981272	0.039174559	32413.636	0.035238637
7	31122603	31124106	MGP_C57BL6NJ_G0032510	Fxyd3	7:31122603-31124106	4.62713	16.940614	0.026986599	46.359441	0.026986599	18690.636	0.032024027
7	31127282	31127759	MGP_C57BL6NJ_G0032510	Fxyd3	7:31127282-31127759	3.30987	16.663728	0.020962803	45.601718	0.020962803	15037.636	0.024178577
7	31150872	31151589	MGP_C57BL6NJ_G0032510	Fxyd3	7:31150872-31151589	7.6019902	36.541886	0.1777454	100	0.1777454	8076.3636	0.45424587
7	31165841	31166172	MGP_C57BL6NJ_G0032510	Fxyd3	7:31165841-31166172	9.3225698	20.550061	0.13511258	56.237002	0.13511258	23045.364	0.18615873
7	31173475	31173743	MGP_C57BL6NJ_G0032510	Fxyd3	7:31173475-31173743	3.13817	20.08412	0.038308613	54.961915	0.038308613	30679.364	0.052580713
7	31180389	31180649	MGP_C57BL6NJ_G0032510	Fxyd3	7:31180389-31180649	2.8243501	13.047396	0.027545562	35.705317	0.027545562	37593.364	0.024436345
7	131147751	131148388	MGP_C57BL6NJ_G0033444	Ndufab1	7:131147751-131148388	13.35706	44.6179	0.73996161	100	0.73996161	3285	0.88437871
7	131180441	131181375	MGP_C57BL6NJ_G0033444	Ndufab1	7:131180441-131181375	14.07341	9.6272943	0.1194821	21.577201	0.1194821	35858.625	0.029548725
7	128321634	128321805	MGP_C57BL6NJ_G0033406	Acsm5	7:128321634-128321805	3.7658	63.286822	0.56902944	100	0.56902944	0	0.94699718
7	150725556	150726549	MGP_C57BL6NJ_G0033683	Cyp2e1	7:150725556-150726549	28.31893	0.3401859	0.065851365	100	0.065851365	503421	0.034345723
7	151176244	151176894	MGP_C57BL6NJ_G0033683	Cyp2e1	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	53076	0.026148009
7	151204971	151205385	MGP_C57BL6NJ_G0033683	Cyp2e1	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	24585	0.02258848
7	23583472	23584837	MGP_C57BL6NJ_G0032279	Zfp428	7:23583472-23584837	8.0106802	54.851367	0.66696544	100	0.66696544	0	0.78990264
7	23612627	23613630	MGP_C57BL6NJ_G0032279	Zfp428	7:23612627-23613630	9.2199697	12.167471	0.22078123	22.182621	0.22078123	28602.75	0.058002302
7	23613969	23614504	MGP_C57BL6NJ_G0032279	Zfp428	7:23613969-23614504	4.1153598	12.167471	0.098546329	22.182621	0.098546329	29944.75	0.025889493
7	23631225	23631934	MGP_C57BL6NJ_G0032279	Zfp428	7:23631225-23631934	16.58633	6.4945529	0.151824	11.840275	0.151824	47200.75	0.021289843
7	136168975	136169961	MGP_C57BL6NJ_G0033494	Aldoa	7:136168975-136169961	7.1946998	12.30628	0.032313704	29.764041	0.032313704	22062.917	0.024991815
7	136184681	136185609	MGP_C57BL6NJ_G0033494	Aldoa	7:136184681-136185609	7.4504099	36.367648	0.10596665	87.959007	0.10596665	6414.9167	0.24219695
7	136191617	136192823	MGP_C57BL6NJ_G0033494	Aldoa	7:136191617-136192823	8.2879801	41.346133	0.12962061	100	0.12962061	272.25	0.33681639
7	136201464	136202391	MGP_C57BL6NJ_G0033494	Aldoa	7:136201464-136202391	8.5327702	27.644357	0.098066954	66.860803	0.098066954	9441.0833	0.17037796
7	136211269	136211587	MGP_C57BL6NJ_G0033494	Aldoa	7:136211269-136211587	3.9227099	13.537709	0.026886459	32.742382	0.026886459	19246.083	0.022875102
7	136218442	136219644	MGP_C57BL6NJ_G0033494	Aldoa	7:136218442-136219644	6.8211398	10.42559	0.033838446	25.215394	0.033838446	26419.083	0.022171512
7	129671066	129671248	MGP_C57BL6NJ_G0033427	Vwa3a	7:129671066-129671248	3.13817	13.275201	0.12939635	35.53154	0.12939635	30194.125	0.056076928
7	129683447	129684184	MGP_C57BL6NJ_G0033427	Vwa3a	7:129683447-129684184	4.9198599	37.361739	0.35769778	100	0.35769778	17377.375	0.44919729
7	129690208	129690791	MGP_C57BL6NJ_G0033427	Vwa3a	7:129690208-129690791	5.3669801	19.541224	0.26851615	52.302768	0.26851615	18758.875	0.16051351
7	129696030	129696527	MGP_C57BL6NJ_G0033427	Vwa3a	7:129696030-129696527	4.0130901	14.740749	0.17120289	39.454129	0.17120289	20246.625	0.068362964
7	129742337	129742755	MGP_C57BL6NJ_G0033427	Vwa3a	7:129742337-129742755	3.9227099	8.0747643	0.10449764	21.612389	0.10449764	40895.875	0.035340897
7	129742970	129743307	MGP_C57BL6NJ_G0033427	Vwa3a	7:129742970-129743307	2.8243501	8.0747643	0.075238274	21.612389	0.075238274	41528.875	0.025445437
7	129877125	129878440	MGP_C57BL6NJ_G0033427	Vwa3a	7:129877125-129878440	12.85043	4.4242136	0.14163643	11.841562	0.14163643	175683.88	0.020392787
7	130412237	130412500	MGP_C57BL6NJ_G0033427	Vwa3a	7:130412237-130412500	13.65104	4.6863746	0.23197485	12.543245	0.23197485	710795.88	0.035591406
7	89135942	89136352	MGP_C57BL6NJ_G0032932	Il16	7:89135942-89136352	3.2916	13.154568	0.16126093	61.334561	0.16126093	58980.333	0.065969835
7	89137046	89137552	MGP_C57BL6NJ_G0032932	Il16	7:89137046-89137552	4.2335501	13.154568	0.20740862	61.334561	0.20740862	57860	0.084848281
7	89140891	89141690	MGP_C57BL6NJ_G0032932	Il16	7:89140891-89141690	4.1493201	13.152582	0.19935883	61.325303	0.19935883	56294.333	0.077616387
7	89210551	89210716	MGP_C57BL6NJ_G0032932	Il16	7:89210551-89210716	2.3013599	14.101078	0.14453891	65.747764	0.14453891	33497	0.041413838
7	89211887	89212178	MGP_C57BL6NJ_G0032932	Il16	7:89211887-89212178	3.00598	14.101078	0.18879318	65.747764	0.18879318	32967.667	0.054093743
7	89224732	89225278	MGP_C57BL6NJ_G0032932	Il16	7:89224732-89225278	3.6202199	21.447236	0.29043183	100	0.29043183	31914.333	0.13195102
7	89225729	89226273	MGP_C57BL6NJ_G0032932	Il16	7:89225729-89226273	3.6596301	21.447236	0.2935935	100	0.2935935	32312.833	0.13338745
7	89231083	89232479	MGP_C57BL6NJ_G0032932	Il16	7:89231083-89232479	4.15658	21.323708	0.31038814	99.424036	0.31038814	35849.667	0.14801586
7	89254184	89254424	MGP_C57BL6NJ_G0032932	Il16	7:89254184-89254424	4.2365298	9.2117441	0.18185072	42.950729	0.18185072	58852.667	0.035349458
7	89260394	89261131	MGP_C57BL6NJ_G0032932	Il16	7:89260394-89261131	6.5901599	6.9874417	0.22748031	32.579684	0.22748031	65062.667	0.028226565
7	84819634	84820239	MGP_C57BL6NJ_G0032877	Pex11a	7:84819634-84820239	7.65481	7.6250167	0.078269388	17.991238	0.078269388	35188.25	0.027138743
7	84830425	84831323	MGP_C57BL6NJ_G0032877	Pex11a	7:84830425-84831323	7.2177901	9.9578364	0.1106052	23.495529	0.1106052	24104.25	0.044943303
7	84840265	84840847	MGP_C57BL6NJ_G0032877	Pex11a	7:84840265-84840847	3.2950799	23.813545	0.089822264	56.188094	0.089822264	14580.25	0.087131775
7	84848244	84848604	MGP_C57BL6NJ_G0032877	Pex11a	7:84848244-84848604	3.13817	33.527549	0.10899308	79.108299	0.10899308	6823.25	0.16380423
7	84857358	84857988	MGP_C57BL6NJ_G0032877	Pex11a	7:84857358-84857988	5.3348899	42.381835	0.29350969	100	0.29350969	2142.5	0.50668696
7	84900153	84901183	MGP_C57BL6NJ_G0032877	Pex11a	7:84900153-84901183	5.5341301	7.2634659	0.085791624	17.138158	0.085791624	44726.75	0.025053212
7	151176244	151176894	MGP_C57BL6NJ_G0004636	Gm16982	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	988400	0.026098323
7	151204971	151205385	MGP_C57BL6NJ_G0004636	Gm16982	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	959909	0.022545558
7	117024869	117025490	MGP_C57BL6NJ_G0033331	Tub	7:117024869-117025490	14.83336	3.7381467	0.15096184	13.153447	0.15096184	96004.5	0.020525402
7	117062679	117063145	MGP_C57BL6NJ_G0033331	Tub	7:117062679-117063145	4.7072501	6.5955974	0.1157029	23.207982	0.1157029	58349.5	0.028062143
7	117095620	117095998	MGP_C57BL6NJ_G0033331	Tub	7:117095620-117095998	6.7470598	12.692309	0.38150418	44.660532	0.38150418	25496.5	0.1895159
7	117096381	117096812	MGP_C57BL6NJ_G0033331	Tub	7:117096381-117096812	4.0796199	12.692309	0.23067708	44.660532	0.23067708	24682.5	0.11459108
7	117130317	117130738	MGP_C57BL6NJ_G0033331	Tub	7:117130317-117130738	3.13817	28.419522	0.35169863	100	0.35169863	8823.5	0.43908666
7	117187450	117187757	MGP_C57BL6NJ_G0033331	Tub	7:117187450-117187757	4.8641601	8.0329929	0.084949817	28.265757	0.084949817	65956.5	0.02295555
7	107860420	107860748	MGP_C57BL6NJ_G0033063	P2ry2	7:107860420-107860748	4.7691498	13.150097	0.19648516	23.852884	0.19648516	20962.5	0.021678693
7	107871759	107872163	MGP_C57BL6NJ_G0033063	P2ry2	7:107871759-107872163	3.3854799	38.612876	0.35440385	70.039671	0.35440385	9547.5	0.11481668
7	107872962	107873257	MGP_C57BL6NJ_G0033063	P2ry2	7:107872962-107873257	3.1774001	38.612876	0.33262133	70.039671	0.33262133	8453.5	0.10775977
7	107880945	107882388	MGP_C57BL6NJ_G0033063	P2ry2	7:107880945-107882388	8.9022198	55.130008	1.1901982	100	1.1901982	0	0.55053094
7	107892480	107893378	MGP_C57BL6NJ_G0033063	P2ry2	7:107892480-107893378	4.8641601	25.039649	0.36048377	45.419273	0.36048377	10770.5	0.075733557
7	107906682	107906921	MGP_C57BL6NJ_G0033063	P2ry2	7:107906682-107906921	2.88627	17.148757	0.19856043	31.10603	0.19856043	24972.5	0.028569309
7	513511	514218	MGP_C57BL6NJ_G0031965	Ndufa3	7:513511-514218	11.72736	0.3401859	0.033332756	100	0.033332756	0	0.02132627
7	525851	526543	MGP_C57BL6NJ_G0031965	Ndufa3	7:525851-526543	12.55444	0.3401859	0.035575701	100	0.035575701	11984	0.022761304
7	541064	541749	MGP_C57BL6NJ_G0031965	Ndufa3	7:541064-541749	11.61058	0.3401859	0.032800478	100	0.032800478	27197	0.020985719
7	568400	569398	MGP_C57BL6NJ_G0031965	Ndufa3	7:568400-569398	11.83214	0.3401859	0.033215128	100	0.033215128	54533	0.021251012
7	1091875	1092883	MGP_C57BL6NJ_G0031965	Ndufa3	7:1091875-1092883	12.40711	0.3401859	0.031551615	100	0.031551615	578008	0.020186698
7	1218516	1219526	MGP_C57BL6NJ_G0031965	Ndufa3	7:1218516-1219526	21.577049	0.3401859	0.054009308	100	0.054009308	704649	0.034555111
7	36074122	36074487	MGP_C57BL6NJ_G0032545	Cebpg	7:36074122-36074487	4.41366	8.9978126	0.11067037	20.523039	0.11067037	33337.5	0.024982961
7	36095489	36095911	MGP_C57BL6NJ_G0032545	Cebpg	7:36095489-36095911	3.2385499	27.678058	0.1589806	63.130663	0.1589806	11913.5	0.11970611
7	36108581	36109874	MGP_C57BL6NJ_G0032545	Cebpg	7:36108581-36109874	8.9793596	43.842496	0.57406107	100	0.57406107	1063	0.60141679
7	36134469	36135345	MGP_C57BL6NJ_G0032545	Cebpg	7:36134469-36135345	7.65481	11.406544	0.21172501	26.017096	0.21172501	26645.5	0.060261679
7	36140357	36140586	MGP_C57BL6NJ_G0032545	Cebpg	7:36140357-36140586	4.3934398	10.244869	0.10929156	23.367441	0.10929156	32533.5	0.02663951
7	29753420	29753635	MGP_C57BL6NJ_G0032441	Zfp383	7:29753420-29753635	2.6674399	19.531035	0.056904668	39.12989	0.056904668	15920	0.022609951
7	29767245	29767780	MGP_C57BL6NJ_G0032441	Zfp383	7:29767245-29767780	6.0732899	49.91334	0.2925288	100	0.2925288	1775	0.2970378
7	29769324	29769987	MGP_C57BL6NJ_G0032441	Zfp383	7:29769324-29769987	9.07831	49.91334	0.43726995	100	0.43726995	0	0.44400997
7	29778832	29779628	MGP_C57BL6NJ_G0032441	Zfp383	7:29778832-29779628	4.8641601	32.057242	0.18213166	64.2258	0.18213166	9278	0.11877856
7	29818821	29819753	MGP_C57BL6NJ_G0032441	Zfp383	7:29818821-29819753	10.64648	14.422246	0.14659569	28.894571	0.14659569	49267	0.0430111
7	28569318	28569801	MGP_C57BL6NJ_G0032412	Ech1	7:28569318-28569801	3.9274499	26.368498	0.070103988	40.926913	0.070103988	7868.7143	0.0299872
7	28569978	28570669	MGP_C57BL6NJ_G0032412	Ech1	7:28569978-28570669	2.9006901	59.116998	0.11533609	91.756316	0.11533609	7000.7143	0.11511373
7	28575045	28576470	MGP_C57BL6NJ_G0032412	Ech1	7:28575045-28576470	10.31402	64.42826	0.41216357	100	0.41216357	1704	0.43178779
7	28581569	28582203	MGP_C57BL6NJ_G0032412	Ech1	7:28581569-28582203	3.6675999	59.762409	0.12847664	92.758068	0.12847664	4258.7143	0.12455545
7	28582699	28583325	MGP_C57BL6NJ_G0032412	Ech1	7:28582699-28583325	4.4102898	59.762409	0.15449319	92.758068	0.15449319	5070.8571	0.14977796
7	150725556	150726549	MGP_C57BL6NJ_G0033691	Sirt3	7:150725556-150726549	28.31893	0.3401859	0.065851365	100	0.065851365	629126.6	0.034375545
7	151176244	151176894	MGP_C57BL6NJ_G0033691	Sirt3	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	178781.6	0.026170713
7	151204971	151205385	MGP_C57BL6NJ_G0033691	Sirt3	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	150290.6	0.022608094
7	24454969	24456415	MGP_C57BL6NJ_G0032303	Dedd2	7:24454969-24456415	4.9070702	60.963858	0.30247272	100	0.30247272	0	0.31400721
7	24456663	24457380	MGP_C57BL6NJ_G0032303	Dedd2	7:24456663-24457380	8.368	60.963858	0.51580508	100	0.51580508	1168.3333	0.53547478
7	24473405	24474473	MGP_C57BL6NJ_G0032303	Dedd2	7:24473405-24474473	8.16609	18.784919	0.1538472	30.813205	0.1538472	17910.333	0.049213004
7	24474652	24475137	MGP_C57BL6NJ_G0032303	Dedd2	7:24474652-24475137	4.3407202	18.784919	0.081778139	30.813205	0.081778139	19157.333	0.026159383
7	134733157	134734116	MGP_C57BL6NJ_G0033461	Nsmce1	7:134733157-134734116	12.42742	9.1623159	0.24625385	20.460932	0.24625385	46443.667	0.026995683
7	134760044	134760270	MGP_C57BL6NJ_G0033461	Nsmce1	7:134760044-134760270	2.3045101	17.959833	0.10985032	40.107207	0.10985032	20289.667	0.025117792
7	134761922	134762547	MGP_C57BL6NJ_G0033461	Nsmce1	7:134761922-134762547	5.4334202	17.959833	0.25899776	40.107207	0.25899776	18012.667	0.059221054
7	134765575	134766224	MGP_C57BL6NJ_G0033461	Nsmce1	7:134765575-134766224	4.1974702	32.139158	0.29913504	71.771931	0.29913504	14335.667	0.11732457
7	134771945	134772226	MGP_C57BL6NJ_G0033461	Nsmce1	7:134771945-134772226	3.6088901	30.955387	0.21532356	69.12838	0.21532356	8432.3333	0.082631727
7	134784439	134785307	MGP_C57BL6NJ_G0033461	Nsmce1	7:134784439-134785307	11.16974	44.779564	0.96273236	100	0.96273236	4167.3333	0.54932074
7	134793383	134794170	MGP_C57BL6NJ_G0033461	Nsmce1	7:134793383-134794170	4.58639	24.450048	0.2792479	54.600907	0.2792479	12824.333	0.083000912
7	47660249	47661507	MGP_C57BL6NJ_G0032688	Slc17a7	7:47660249-47661507	11.24855	30.531518	0.24332547	51.752663	0.24332547	8722	0.19877496
7	47668275	47668904	MGP_C57BL6NJ_G0032688	Slc17a7	7:47668275-47668904	7.4997802	58.995066	0.36898261	100	0.36898261	1325	0.58243478
7	47690605	47691633	MGP_C57BL6NJ_G0032688	Slc17a7	7:47690605-47691633	7.4748001	14.030869	0.097335594	23.783123	0.097335594	20377	0.03654113
7	47960529	47961733	MGP_C57BL6NJ_G0032705	Gys1	7:47960529-47961733	9.5299301	22.972626	0.21832592	60.3734	0.21832592	13036.167	0.16471775
7	47974844	47975279	MGP_C57BL6NJ_G0032705	Gys1	7:47974844-47975279	4.2365298	38.050907	0.15738983	100	0.15738983	8514	0.15315789
7	47980214	47980577	MGP_C57BL6NJ_G0032705	Gys1	7:47980214-47980577	3.3966401	36.264084	0.090850177	95.304125	0.090850177	6863.3333	0.089898729
7	47984072	47984257	MGP_C57BL6NJ_G0032705	Gys1	7:47984072-47984257	4.5514302	36.264084	0.12173743	95.304125	0.12173743	9441.6667	0.12046251
7	47989420	47990549	MGP_C57BL6NJ_G0032705	Gys1	7:47989420-47990549	6.1861801	32.892187	0.17741681	86.442583	0.17741681	14789.667	0.15503454
7	47994642	47995165	MGP_C57BL6NJ_G0032705	Gys1	7:47994642-47995165	3.4939899	16.769774	0.050873678	44.071942	0.050873678	20011.667	0.021788187
7	47995827	47997246	MGP_C57BL6NJ_G0032705	Gys1	7:47995827-47997246	8.2824097	26.030858	0.16519779	68.410611	0.16519779	21196.667	0.1205743
7	48003245	48004140	MGP_C57BL6NJ_G0032705	Gys1	7:48003245-48004140	6.16572	15.800017	0.08029953	41.523365	0.08029953	28614.667	0.029341876
7	137774972	137775334	MGP_C57BL6NJ_G0033568	Cox6a2	7:137774972-137775334	7.0608802	25.175648	0.16460524	47.581544	0.16460524	10840	0.12675357
7	137778233	137778858	MGP_C57BL6NJ_G0033568	Cox6a2	7:137778233-137778858	3.6088901	25.175648	0.084131467	47.581544	0.084131467	7316	0.064785081
7	137785463	137786310	MGP_C57BL6NJ_G0033568	Cox6a2	7:137785463-137786310	4.8668199	52.910533	0.24646524	100	0.24646524	0	0.39887213
7	137788047	137788215	MGP_C57BL6NJ_G0033568	Cox6a2	7:137788047-137788215	3.1428599	52.910533	0.15916055	100	0.15916055	1874	0.25758077
7	137801805	137802037	MGP_C57BL6NJ_G0033568	Cox6a2	7:137801805-137802037	3.4519899	16.992291	0.063297749	32.115139	0.063297749	15632	0.032898499
7	137819473	137820983	MGP_C57BL6NJ_G0033568	Cox6a2	7:137819473-137820983	8.93472	9.929838	0.07574946	18.767224	0.07574946	33300	0.023006872
7	150725556	150726549	MGP_C57BL6NJ_G0033723	Slc25a22	7:150725556-150726549	28.31893	0.27320427	0.05288542	80.310286	0.05288542	1248500.6	0.022128047
7	151176244	151176894	MGP_C57BL6NJ_G0033723	Slc25a22	7:151176244-151176894	24.14497	0.3401859	0.050133814	100	0.050133814	798155.64	0.026119509
7	151204971	151205385	MGP_C57BL6NJ_G0033723	Slc25a22	7:151204971-151205385	21.02574	0.3401859	0.043309097	100	0.043309097	769664.64	0.02256386
7	153466714	153467417	MGP_C57BL6NJ_G0004637	Igf2os	7:153466714-153467417	22.12409	0.3401859	0.049256068	100	0.049256068	189383.67	0.02345629
7	154356124	154356418	MGP_C57BL6NJ_G0004637	Igf2os	7:154356124-154356418	31.34211	0.31565031	0.088898052	92.787594	0.088898052	1078793.7	0.039281113
7	83909872	83910623	MGP_C57BL6NJ_G0032866	Acan	7:83909872-83910623	13.36116	7.699996	0.1536828	94.19418	0.1536828	212661.5	0.18642126
7	84180701	84180930	MGP_C57BL6NJ_G0032866	Acan	7:84180701-84180930	2.6159999	6.0806496	0.025002687	74.384689	0.025002687	57417.5	0.023302198
7	84181473	84181789	MGP_C57BL6NJ_G0032866	Acan	7:84181473-84181789	2.9927499	6.0806496	0.028603513	74.384689	0.028603513	58189.5	0.026658124
7	84197284	84197529	MGP_C57BL6NJ_G0032866	Acan	7:84197284-84197529	3.7103701	8.1745985	0.039642134	100	0.039642134	74000.5	0.054283483
7	84201339	84202035	MGP_C57BL6NJ_G0032866	Acan	7:84201339-84202035	13.21522	6.8686507	0.12693408	84.024319	0.12693408	78055.5	0.13932252
7	84267959	84268668	MGP_C57BL6NJ_G0032866	Acan	7:84267959-84268668	4.6054902	7.046487	0.076314848	86.199793	0.076314848	144675.5	0.092040336
7	84293838	84294338	MGP_C57BL6NJ_G0032866	Acan	7:84293838-84294338	4.8641601	3.7783802	0.042299994	46.220989	0.042299994	170554.5	0.028242382
7	84312844	84313123	MGP_C57BL6NJ_G0032866	Acan	7:84312844-84313123	4.4092898	5.2728825	0.065314973	64.50326	0.065314973	189560.5	0.055355715
7	84314217	84314930	MGP_C57BL6NJ_G0032866	Acan	7:84314217-84314930	4.5503502	5.2728825	0.067404505	64.50326	0.067404505	190933.5	0.057126634
7	84322120	84322648	MGP_C57BL6NJ_G0032866	Acan	7:84322120-84322648	7.8069	3.9080281	0.08790432	47.806974	0.08790432	198836.5	0.052110926
7	84323239	84323478	MGP_C57BL6NJ_G0032866	Acan	7:84323239-84323478	3.0801799	3.9080281	0.034682284	47.806974	0.034682284	199955.5	0.020560149
7	84343465	84344412	MGP_C57BL6NJ_G0032866	Acan	7:84343465-84344412	12.10133	4.7302628	0.10149927	57.865384	0.10149927	220181.5	0.081024483
7	84357836	84358198	MGP_C57BL6NJ_G0032866	Acan	7:84357836-84358198	2.5997601	6.1435335	0.03516757	75.153948	0.03516757	234552.5	0.03311625
7	52691936	52692483	MGP_C57BL6NJ_G0032783	Htatip2	7:52691936-52692483	5.3348899	6.2671082	0.24280802	18.550354	0.24280802	49980	0.031308207
7	52742238	52742866	MGP_C57BL6NJ_G0032783	Htatip2	7:52742238-52742866	5.3306398	33.784304	0.734121	100	0.734121	0	0.51028243
